"seqword_main_id","genus","species","strain","description","lineage","lineage","lineage","sequence","sequence_length","locus_length","left_border","fk_accessions_id"
468,"Legionella","pneumophila","Corby","Legionella pneumophila Corby chromosome I, NC_009494","Gammaproteobacteria","Gammaproteobacteria",1,3576470,3576470,0,468,
695,"Pseudoalteromonas","atlantica","T6c","Pseudoalteromonas atlantica T6c chromosome I, NC_008228","Gammaproteobacteria","Gammaproteobacteria",1,5187005,5187005,0,695,
1538,"Shewanella","piezotolerans","WP3","Shewanella piezotolerans WP3 chromosome I, NC_011566","Gammaproteobacteria","Gammaproteobacteria",1,5396476,5396476,0,1553,
1000,"Vibrio","fischeri","ES114","Vibrio fischeri ES114 chromosome I, NC_006840","Gammaproteobacteria","Gammaproteobacteria",1,2906179,2906179,0,1000,
1581,"Escherichia","fergusonii","ATCC 35469","Escherichia fergusonii ATCC 35469 chromosome I, NC_011740","Gammaproteobacteria","Gammaproteobacteria",1,4588711,4588711,0,1596,
493,"Mannheimia","succiniciproducens","MBEL55E","Mannheimia succiniciproducens MBEL55E chromosome I, NC_006300","Gammaproteobacteria","Gammaproteobacteria",1,2314078,2314078,0,493,
1521,"Pseudomonas","fluorescens","Pf0-1","Pseudomonas fluorescens Pf0-1 chromosome I, NC_007492","Gammaproteobacteria","Gammaproteobacteria",1,6438405,6438405,0,1536,
1502,"Aliivibrio","salmonicida","LFI1238","Aliivibrio salmonicida LFI1238 chromosome II, NC_011313","Gammaproteobacteria","Gammaproteobacteria",1,1206461,1206461,0,1517,
1501,"Aliivibrio","salmonicida","LFI1238","Aliivibrio salmonicida LFI1238 chromosome I, NC_011312","Gammaproteobacteria","Gammaproteobacteria",1,3325165,3325165,0,1516,
1233,"Pseudomonas","putida","GB-1","Pseudomonas putida GB-1 chromosome I, NC_010322","Gammaproteobacteria","Gammaproteobacteria",1,6078430,6078430,0,1265,
161,"Buchnera","aphidicola","Bp","Buchnera aphidicola Bp chromosome I, NC_004545","Gammaproteobacteria","Gammaproteobacteria",1,615980,615980,0,161,
19,"Actinobacillus","pleuropneumoniae","L20","Actinobacillus pleuropneumoniae L20 chromosome I, NC_009053","Gammaproteobacteria","Gammaproteobacteria",1,2274482,2274482,0,19,
1468,"Alteromonas","macleodii","(Deep ecotype)","Alteromonas macleodii (Deep ecotype) chromosome I, NC_011138","Gammaproteobacteria","Gammaproteobacteria",1,4412282,4412282,0,1483,
247,"Chromohalobacter","salexigens","DSM3043","Chromohalobacter salexigens DSM3043 chromosome I, NC_007963","Gammaproteobacteria","Gammaproteobacteria",1,3696649,3696649,0,247,
1352,"Stenotrophomonas","maltophilia","K279a","Stenotrophomonas maltophilia K279a chromosome I, NC_010943","Gammaproteobacteria","Gammaproteobacteria",1,4851126,4851126,0,1368,
1205,"Salmonella","enterica","subsp. enterica serovar Paratyphi B SPB7","Salmonella enterica subsp. enterica serovar Paratyphi B SPB7 chromosome I, NC_010102","Gammaproteobacteria","Gammaproteobacteria",1,4858887,4858887,0,1237,
1582,"Haemophilus","parasuis","SH0165","Haemophilus parasuis SH0165 chromosome I, NC_011852","Gammaproteobacteria","Gammaproteobacteria",1,2269156,2269156,0,1597,
709,"Pseudomonas","fluorescens","Pf-5","Pseudomonas fluorescens Pf-5 chromosome I, NC_004129","Gammaproteobacteria","Gammaproteobacteria",1,7074893,7074893,0,709,
1599,"Pseudomonas","aeruginosa","LESB58","Pseudomonas aeruginosa LESB58 chromosome I, NC_011770","Gammaproteobacteria","Gammaproteobacteria",1,6601757,6601757,0,1614,
1607,"Vibrio","splendidus","LGP32","Vibrio splendidus LGP32 chromosome II, NC_011744","Gammaproteobacteria","Gammaproteobacteria",1,1675519,1675519,0,1622,
1605,"Thioalkalivibrio","sp.","HL-EbGR7","Thioalkalivibrio sp. HL-EbGR7 chromosome I, NC_011901","Gammaproteobacteria","Gammaproteobacteria",1,3464554,3464554,0,1620,
1370,"Alcanivorax","borkumensis","SK2","Alcanivorax borkumensis SK2 chromosome I, NC_008260","Gammaproteobacteria","Gammaproteobacteria",1,3120143,3120143,0,1385,
1456,"Serratia","proteamaculans",568,"Serratia proteamaculans 568 chromosome I, NC_009832","Gammaproteobacteria","Gammaproteobacteria",1,5448853,5448853,0,1471,
985,"Thiomicrospira","crunogena","XCL-2","Thiomicrospira crunogena XCL-2 chromosome I, NC_007520","Gammaproteobacteria","Gammaproteobacteria",1,2427734,2427734,0,985,
397,"Haemophilus","influenzae","Rd-KW20","Haemophilus influenzae Rd-KW20 chromosome I, NC_000907","Gammaproteobacteria","Gammaproteobacteria",1,1830138,1830138,0,397,
1458,"Shewanella","sediminis","HAW-EB3","Shewanella sediminis HAW-EB3 chromosome I, NC_009831","Gammaproteobacteria","Gammaproteobacteria",1,5517674,5517674,0,1473,
1416,"Salmonella","enterica","subsp. enterica serovar Schwarzengrund","Salmonella enterica subsp. enterica serovar Schwarzengrund chromosome I, NC_011094","Gammaproteobacteria","Gammaproteobacteria",1,4709075,4709075,0,1431,
995,"Vesicomyosocius","okutanii","HA","Vesicomyosocius okutanii HA chromosome I, NC_009465","Gammaproteobacteria","Gammaproteobacteria",1,1022154,1022154,0,995,
355,"Escherichia","coli","HS","Escherichia coli HS chromosome I, NC_009800","Gammaproteobacteria","Gammaproteobacteria",1,4643538,4643538,0,355,
1447,"Francisella","tularensis","subsp. holarctica FTA","Francisella tularensis subsp. holarctica FTA chromosome I, NC_009749","Gammaproteobacteria","Gammaproteobacteria",1,1890909,1890909,0,1462,
288,"Coxiella","burnetii","Dugway 7E9-12","Coxiella burnetii Dugway 7E9-12 chromosome I, NC_009727","Gammaproteobacteria","Gammaproteobacteria",1,2158758,2158758,0,288,
1497,"Vibrio","fischeri","MJ11","Vibrio fischeri MJ11 chromosome II, NC_011186","Gammaproteobacteria","Gammaproteobacteria",1,1418848,1418848,0,1512,
1478,"Salmonella","enterica","subsp. enterica serovar Agona SL483","Salmonella enterica subsp. enterica serovar Agona SL483 chromosome I, NC_011149","Gammaproteobacteria","Gammaproteobacteria",1,4798660,4798660,0,1493,
1345,"Shewanella","woodyi","ATCC","Shewanella woodyi ATCC  51908 chromosome I, NC_010506","Gammaproteobacteria","Gammaproteobacteria",1,5935403,5935403,0,1361,
160,"Buchnera","aphidicola","APS","Buchnera aphidicola APS chromosome I, NC_002528","Gammaproteobacteria","Gammaproteobacteria",1,640681,640681,0,160,
820,"Salmonella","typhimurium","LT2","Salmonella typhimurium LT2 chromosome I, NC_003197","Gammaproteobacteria","Gammaproteobacteria",1,3367785,3367785,0,820,
1476,"Proteus","mirabilis","HI4320","Proteus mirabilis HI4320 chromosome I, NC_010554","Gammaproteobacteria","Gammaproteobacteria",1,4063606,4063606,0,1491,
833,"Shewanella","frigidimarina","NCIMB 400","Shewanella frigidimarina NCIMB 400 chromosome I, NC_008345","Gammaproteobacteria","Gammaproteobacteria",1,4845257,4845257,0,833,
1464,"Vibrio","harveyi","ATCC BAA-1116","Vibrio harveyi ATCC BAA-1116 chromosome I, NC_009783","Gammaproteobacteria","Gammaproteobacteria",1,3765351,3765351,0,1479,
1023,"Xanthomonas","campestris",8004,"Xanthomonas campestris 8004 chromosome I, NC_007086","Gammaproteobacteria","Gammaproteobacteria",1,5148708,5148708,0,1023,
996,"Vibrio","cholerae","N16961-O1-eltor","Vibrio cholerae N16961-O1-eltor chromosome I, NC_002505","Gammaproteobacteria","Gammaproteobacteria",1,2961149,2961149,0,996,
469,"Legionella","pneumophila","Lens","Legionella pneumophila Lens chromosome I, NC_006369","Gammaproteobacteria","Gammaproteobacteria",1,3345687,3345687,0,469,
851,"Shigella","flexneri","5 8401","Shigella flexneri 5 8401 chromosome I, NC_008258","Gammaproteobacteria","Gammaproteobacteria",1,4574284,4574284,0,851,
1516,"Klebsiella","pneumoniae",342,"Klebsiella pneumoniae 342 chromosome I, NC_011283","Gammaproteobacteria","Gammaproteobacteria",1,5641239,5641239,0,1531,
1240,"Acinetobacter","baumannii","AYE","Acinetobacter baumannii AYE chromosome I, NC_010410","Gammaproteobacteria","Gammaproteobacteria",1,3936291,3936291,0,1272,
1369,"Yersinia","pseudotuberculosis","YPIII","Yersinia pseudotuberculosis YPIII chromosome I, NC_010465","Gammaproteobacteria","Gammaproteobacteria",1,4689441,4689441,0,1384,
498,"Marinomonas","sp.","MWYL1","Marinomonas sp. MWYL1 chromosome I, NC_009654","Gammaproteobacteria","Gammaproteobacteria",1,5100344,5100344,0,498,
495,"Marinobacter","aquaeolei","VT8","Marinobacter aquaeolei VT8 chromosome I, NC_008740","Gammaproteobacteria","Gammaproteobacteria",1,4326849,4326849,0,495,
1197,"Coxiella","burnetii","RSA 331","Coxiella burnetii RSA 331 chromosome I, NC_010117","Gammaproteobacteria","Gammaproteobacteria",1,2016427,2016427,0,1229,
398,"Haemophilus","somnus","129PT","Haemophilus somnus 129PT chromosome I, NC_008309","Gammaproteobacteria","Gammaproteobacteria",1,2008359,2008359,0,398,
394,"Haemophilus","influenzae","86-028NP","Haemophilus influenzae 86-028NP chromosome I, NC_007146","Gammaproteobacteria","Gammaproteobacteria",1,1830138,1830138,0,394,
373,"Francisella","tularensis","subsp. tularensis WY96-3418","Francisella tularensis subsp. tularensis WY96-3418 chromosome I, NC_009257","Gammaproteobacteria","Gammaproteobacteria",1,1898476,1898476,0,373,
835,"Shewanella","oneidensis","MR-1","Shewanella oneidensis MR-1 chromosome I, NC_004347","Gammaproteobacteria","Gammaproteobacteria",1,4969803,4969803,0,835,
348,"Escherichia","coli","E24377A","Escherichia coli E24377A chromosome I, NC_009801","Gammaproteobacteria","Gammaproteobacteria",1,4979619,4979619,0,348,
425,"Idiomarina","loihiensis","L2TR","Idiomarina loihiensis L2TR chromosome I, NC_006512","Gammaproteobacteria","Gammaproteobacteria",1,2839318,2839318,0,425,
414,"Halorhodospira","halophila","SL1","Halorhodospira halophila SL1 chromosome I, NC_008789","Gammaproteobacteria","Gammaproteobacteria",1,2678452,2678452,0,414,
1032,"Xylella","fastidiosa","9a5c","Xylella fastidiosa 9a5c chromosome I, NC_002488","Gammaproteobacteria","Gammaproteobacteria",1,2679306,2679306,0,1032,
471,"Legionella","pneumophila","Paris","Legionella pneumophila Paris chromosome I, NC_006368","Gammaproteobacteria","Gammaproteobacteria",1,3503610,3503610,0,471,
313,"Dichelobacter","nodosus","VCS1703A","Dichelobacter nodosus VCS1703A chromosome I, NC_009446","Gammaproteobacteria","Gammaproteobacteria",1,1389350,1389350,0,313,
844,"Shigella","boydii","Sb227","Shigella boydii Sb227 chromosome I, NC_007613","Gammaproteobacteria","Gammaproteobacteria",1,4519823,4519823,0,844,
714,"Pseudomonas","stutzeri","A1501","Pseudomonas stutzeri A1501 chromosome I, NC_009434","Gammaproteobacteria","Gammaproteobacteria",1,4567418,4567418,0,714,
712,"Pseudomonas","putida","F1","Pseudomonas putida F1 chromosome I, NC_009512","Gammaproteobacteria","Gammaproteobacteria",1,5959964,5959964,0,712,
711,"Pseudomonas","mendocina","ymp","Pseudomonas mendocina ymp chromosome I, NC_009439","Gammaproteobacteria","Gammaproteobacteria",1,5072807,5072807,0,711,
710,"Pseudomonas","fluorescens","PfO-1","Pseudomonas fluorescens PfO-1 chromosome I, NC_007492","Gammaproteobacteria","Gammaproteobacteria",1,6438405,6438405,0,710,
1297,"Francisella","philomiragia","subsp. philomiragia ATCC 25017","Francisella philomiragia subsp. philomiragia ATCC 25017","Gammaproteobacteria","Gammaproteobacteria",1,2045775,2045775,0,1320,
1055,"Yersinia","pestis","Pestoides F","Yersinia pestis Pestoides F chromosome I, NC_009381","Gammaproteobacteria","Gammaproteobacteria",1,4517345,4517345,0,1055,
163,"Buchnera","aphidicola","Sg","Buchnera aphidicola Sg chromosome I, NC_004061","Gammaproteobacteria","Gammaproteobacteria",1,641454,641454,0,163,
612,"Nitrosococcus","oceani","ATCC19707","Nitrosococcus oceani ATCC19707 chromosome I, NC_007484","Gammaproteobacteria","Gammaproteobacteria",1,3481691,3481691,0,612,
371,"Francisella","tularensis","subsp. novicida U112","Francisella tularensis subsp. novicida U112 chromosome I, NC_008601","Gammaproteobacteria","Gammaproteobacteria",1,1910031,1910031,0,371,
852,"Shigella","sonnei","Ss046","Shigella sonnei Ss046 chromosome I, NC_007384","Gammaproteobacteria","Gammaproteobacteria",1,4825265,4825265,0,852,
649,"Pasteurella","multocida","PM70","Pasteurella multocida PM70 chromosome I, NC_002663","Gammaproteobacteria","Gammaproteobacteria",1,2257487,2257487,0,649,
713,"Pseudomonas","putida","KT2440","Pseudomonas putida KT2440 chromosome I, NC_002947","Gammaproteobacteria","Gammaproteobacteria",1,6181863,6181863,0,713,
1496,"Vibrio","fischeri","MJ11","Vibrio fischeri MJ11 chromosome I, NC_011184","Gammaproteobacteria","Gammaproteobacteria",1,2905029,2905029,0,1511,
706,"Pseudomonas","aeruginosa","PA7","Pseudomonas aeruginosa PA7 chromosome I, NC_009656","Gammaproteobacteria","Gammaproteobacteria",1,6588339,6588339,0,706,
725,"Psychrobacter","sp.","PRwf-1","Psychrobacter sp. PRwf-1 chromosome I, NC_009524","Gammaproteobacteria","Gammaproteobacteria",1,2978976,2978976,0,725,
108,"Blochmannia","pennsylvanicus","BPEN","Blochmannia pennsylvanicus BPEN chromosome I, NC_007292","Gammaproteobacteria","Gammaproteobacteria",1,791654,791654,0,108,
399,"Hahella","chejuensis","KCTC2396","Hahella chejuensis KCTC2396 chromosome I, NC_007645","Gammaproteobacteria","Gammaproteobacteria",1,7215267,7215267,0,399,
227,"Carsonella","ruddii","PV","Carsonella ruddii PV chromosome I, NC_008512","Gammaproteobacteria","Gammaproteobacteria",1,159662,159662,0,227,
162,"Buchnera","aphidicola","Cc (Cinara_cedri)","Buchnera aphidicola Cc (Cinara_cedri) chromosome I, NC_008513","Gammaproteobacteria","Gammaproteobacteria",1,416380,416380,0,162,
717,"Pseudomonas","syringae","DC3000","Pseudomonas syringae DC3000 chromosome I, NC_004578","Gammaproteobacteria","Gammaproteobacteria",1,6397126,6397126,0,717,
23,"Aeromonas","salmonicida","subsp. salmonicida A449","Aeromonas salmonicida subsp. salmonicida A449 chromosome I, NC_009348","Gammaproteobacteria","Gammaproteobacteria",1,4702402,4702402,0,23,
22,"Aeromonas","hydrophila","subsp. hydrophila ATCC 7966","Aeromonas hydrophila subsp. hydrophila ATCC 7966 chromosome I, NC_008570","Gammaproteobacteria","Gammaproteobacteria",1,4744448,4744448,0,22,
17,"Acinetobacter","sp","ADP1","Acinetobacter sp ADP1 chromosome I, NC_005966","Gammaproteobacteria","Gammaproteobacteria",1,3598621,3598621,0,17,
14,"Acinetobacter","baumannii","ATCC 17978","Acinetobacter baumannii ATCC 17978 chromosome I, NC_009085","Gammaproteobacteria","Gammaproteobacteria",1,3976747,3976747,0,14,
849,"Shigella","flexneri","2a-301","Shigella flexneri 2a-301 chromosome I, NC_004337","Gammaproteobacteria","Gammaproteobacteria",1,4607203,4607203,0,849,
664,"Photorhabdus","luminescens","TTO1","Photorhabdus luminescens TTO1 chromosome I, NC_005126","Gammaproteobacteria","Gammaproteobacteria",1,5688987,5688987,0,664,
395,"Haemophilus","influenzae","PittEE","Haemophilus influenzae PittEE chromosome I, NC_009566","Gammaproteobacteria","Gammaproteobacteria",1,1813033,1813033,0,395,
38,"Alkalilimnicola","ehrlichei","MLHE-1","Alkalilimnicola ehrlichei MLHE-1 chromosome I, NC_008340","Gammaproteobacteria","Gammaproteobacteria",1,3275944,3275944,0,38,
361,"Escherichia","coli","UTI89","Escherichia coli UTI89 chromosome I, NC_007946","Gammaproteobacteria","Gammaproteobacteria",1,5065741,5065741,0,361,
360,"Escherichia","coli","O157-H7-Sakai","Escherichia coli O157-H7-Sakai chromosome I, NC_002695","Gammaproteobacteria","Gammaproteobacteria",1,5498450,5498450,0,360,
357,"Escherichia","coli","O157-H7 EDL933","Escherichia coli O157-H7 EDL933 chromosome I, NC_002655","Gammaproteobacteria","Gammaproteobacteria",1,5528445,5528445,0,357,
356,"Escherichia","coli","K12-MG1655","Escherichia coli K12-MG1655 chromosome I, NC_000913","Gammaproteobacteria","Gammaproteobacteria",1,4639221,4639221,0,356,
372,"Francisella","tularensis","subsp. tularensis FSC198","Francisella tularensis subsp. tularensis FSC198 chromosome I, NC_008245","Gammaproteobacteria","Gammaproteobacteria",1,1892616,1892616,0,372,
370,"Francisella","tularensis","subsp. holarctica OSU18","Francisella tularensis subsp. holarctica OSU18 chromosome I, NC_008369","Gammaproteobacteria","Gammaproteobacteria",1,1895727,1895727,0,370,
368,"Francisella","tularensis","subsp. holarctica","Francisella tularensis subsp. holarctica chromosome I, NC_007880","Gammaproteobacteria","Gammaproteobacteria",1,1895994,1895994,0,368,
367,"Francisella","tularensis","SchuS4","Francisella tularensis SchuS4 chromosome I, NC_006570","Gammaproteobacteria","Gammaproteobacteria",1,1892819,1892819,0,367,
322,"Enterobacter","sp.",638,"Enterobacter sp. 638 chromosome I, NC_009436","Gammaproteobacteria","Gammaproteobacteria",1,4518712,4518712,0,322,
291,"Coxiella","burnetii","RSA493","Coxiella burnetii RSA493 chromosome I, NC_002971","Gammaproteobacteria","Gammaproteobacteria",1,1995275,1995275,0,291,
280,"Colwellia","psychrerythraea","34H","Colwellia psychrerythraea 34H chromosome I, NC_003910","Gammaproteobacteria","Gammaproteobacteria",1,5373180,5373180,0,280,
696,"Pseudoalteromonas","haloplanktis","TAC125","Pseudoalteromonas haloplanktis TAC125 chromosome I, NC_007481","Gammaproteobacteria","Gammaproteobacteria",1,3214944,3214944,0,696,
346,"Escherichia","coli","APEC O1","Escherichia coli APEC O1 chromosome I, NC_008563","Gammaproteobacteria","Gammaproteobacteria",1,5082025,5082025,0,346,
842,"Shewanella","sp.","MR-7","Shewanella sp. MR-7 chromosome I, NC_008322","Gammaproteobacteria","Gammaproteobacteria",1,4792610,4792610,0,842,
339,"Erwinia","carotovora","SCRI1043","Erwinia carotovora SCRI1043 chromosome I, NC_004547","Gammaproteobacteria","Gammaproteobacteria",1,5064019,5064019,0,339,
1237,"Acinetobacter","baumannii","ACICU","Acinetobacter baumannii ACICU chromosome I, NC_010611","Gammaproteobacteria","Gammaproteobacteria",1,3904116,3904116,0,1269,
727,"Psychromonas","ingrahamii",37,"Psychromonas ingrahamii 37 chromosome I, NC_008709","Gammaproteobacteria","Gammaproteobacteria",1,4559598,4559598,0,727,
708,"Pseudomonas","entomophila","L48","Pseudomonas entomophila L48 chromosome I, NC_008027","Gammaproteobacteria","Gammaproteobacteria",1,5888780,5888780,0,708,
535,"Methylococcus","capsulatus","Bath","Methylococcus capsulatus Bath chromosome I, NC_002977","Gammaproteobacteria","Gammaproteobacteria",1,3304554,3304554,0,535,
1465,"Vibrio","harveyi","ATCC BAA-1116","Vibrio harveyi ATCC BAA-1116 chromosome II, NC_009784","Gammaproteobacteria","Gammaproteobacteria",1,2204018,2204018,0,1480,
723,"Psychrobacter","cryohalolentis","K5","Psychrobacter cryohalolentis K5 chromosome I, NC_007969","Gammaproteobacteria","Gammaproteobacteria",1,3059876,3059876,0,723,
716,"Pseudomonas","syringae","B728a","Pseudomonas syringae B728a chromosome I, NC_007005","Gammaproteobacteria","Gammaproteobacteria",1,6093698,6093698,0,716,
715,"Pseudomonas","syringae","1448A","Pseudomonas syringae 1448A chromosome I, NC_005773","Gammaproteobacteria","Gammaproteobacteria",1,5928787,5928787,0,715,
1409,"Stenotrophomonas","maltophilia","R551-3","Stenotrophomonas maltophilia R551-3 chromosome I, NC_011071","Gammaproteobacteria","Gammaproteobacteria",1,4573969,4573969,0,1424,
722,"Psychrobacter","arcticus","273-4","Psychrobacter arcticus 273-4 chromosome I, NC_007204","Gammaproteobacteria","Gammaproteobacteria",1,2650701,2650701,0,722,
596,"Nanoarchaeum","equitans","Kin4-M","Nanoarchaeum equitans Kin4-M chromosome I, NC_005213","Nanoarchaeota","Nanoarchaeota",1,490885,490885,0,596,
1480,"Acidithiobacillus","ferrooxidans","ATCC 53993","Acidithiobacillus ferrooxidans ATCC 53993 chromosome I, NC_011206","Gammaproteobacteria","Gammaproteobacteria",1,2885038,2885038,0,1495,
1527,"Thermodesulfovibrio","yellowstonii","DSM 11347","Thermodesulfovibrio yellowstonii DSM 11347 chromosome I, NC_011296","Nitrospirae","Nitrospirae",1,2003803,2003803,0,1542,
1384,"Elusimicrobium","minutum","Pei191","Elusimicrobium minutum Pei191 chromosome I, NC_010644","Elusimicrobia","Elusimicrobia",1,1643562,1643562,0,1399,
1400,"Phytoplasma","mali","AT","Phytoplasma mali AT chromosome I, NC_011047","Tenericutes","Tenericutes",1,601943,601943,0,1415,
1374,"Akkermansia","muciniphila","ATCC BAA-835","Akkermansia muciniphila ATCC BAA-835 chromosome I, NC_010655","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,2664102,2664102,0,1389,
2543,"Gemmatimonas","aurantiaca","T-27","Gemmatimonas aurantiaca T-27 chromosome I, NC_012489","Gemmatimonadetes","Gemmatimonadetes",1,4636964,4636964,0,2558,
1580,"Dictyoglomus","turgidum","DSM 6724","Dictyoglomus turgidum DSM 6724 chromosome I, NC_011661","Dictyoglomi","Dictyoglomi",1,1855560,1855560,0,1595,
1510,"Dictyoglomus","thermophilum","H-6-12","Dictyoglomus thermophilum H-6-12 chromosome I, NC_011297","Dictyoglomi","Dictyoglomi",1,1959987,1959987,0,1525,
491,"Magnetococcus","sp.","MC-1","Magnetococcus sp. MC-1 chromosome I, NC_008576","Proteobacteria","Proteobacteria",1,4719581,4719581,0,491,
422,"Herminiimonas","arsenicoxydans",,"Herminiimonas arsenicoxydans  chromosome I, NC_009138","Betaproteobacteria","Betaproteobacteria",1,3424307,3424307,0,422,
1267,"Korarchaeum","cryptofilum","OPF8","Korarchaeum cryptofilum OPF8 chromosome, I NC_010482","Korarchaeota","Korarchaeota",1,1590757,1590757,0,1295,
1334,"Opitutus","terrae","PB90-1","Opitutus terrae PB90-1 chromosome I, NC_010571","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,5957605,5957605,0,1350,
781,"Rhodopirellula","baltica","SH-1","Rhodopirellula baltica SH-1 chromosome I, NC_005027","Planctomycetes","Planctomycetes",1,7145576,7145576,0,781,
482,"Leptospira","interrogans","serovar Copenhageni Fiocruz L1-130","Leptospira interrogans serovar Copenhageni Fiocruz L1-130 chromosome II, NC_005824","Spirochaetes","Spirochaetes",1,350181,350181,0,482,
2517,"Brachyspira","hyodysenteriae","WA1","Brachyspira hyodysenteriae WA1 chromosome I, NC_012225","Spirochaetes","Spirochaetes",1,3000694,3000694,0,2532,
1503,"Borrelia","recurrentis","A1","Borrelia recurrentis A1 chromosome I, NC_011244","Spirochaetes","Spirochaetes",1,790436,790436,0,1518,
987,"Treponema","denticola","ATCC35405","Treponema denticola ATCC35405 chromosome I, NC_002967","Spirochaetes","Spirochaetes",1,2843201,2843201,0,987,
1420,"Borrelia","burgdorferi","B31","Borrelia burgdorferi B31 chromosome I, NC_001318","Spirochaetes","Spirochaetes",1,910724,910724,0,1435,
988,"Treponema","pallidum","Nichols","Treponema pallidum Nichols chromosome I, NC_000919","Spirochaetes","Spirochaetes",1,1138011,1138011,0,988,
112,"Borrelia","afzelii","PKo","Borrelia afzelii PKo chromosome I, NC_008277","Spirochaetes","Spirochaetes",1,905394,905394,0,112,
1379,"Borrelia","turicatae","9.10E+136","Borrelia turicatae 91E135 chromosome I, NC_008710","Spirochaetes","Spirochaetes",1,917330,917330,0,1394,
476,"Leptospira","borgpetersenii","serovar Hardjo-bovis JB197","Leptospira borgpetersenii serovar Hardjo-bovis JB197 chromosome II, NC_008511","Spirochaetes","Spirochaetes",1,299762,299762,0,476,
475,"Leptospira","borgpetersenii","serovar Hardjo-bovis JB197","Leptospira borgpetersenii serovar Hardjo-bovis JB197 chromosome I, NC_008510","Spirochaetes","Spirochaetes",1,3576473,3576473,0,475,
478,"Leptospira","borgpetersenii","serovar Hardjo-bovis L550","Leptospira borgpetersenii serovar Hardjo-bovis L550 chromosome II, NC_008509","Spirochaetes","Spirochaetes",1,317336,317336,0,478,
481,"Leptospira","interrogans","serovar Copenhageni Fiocruz L1-130","Leptospira interrogans serovar Copenhageni Fiocruz L1-130 chromosome I, NC_005823","Spirochaetes","Spirochaetes",1,4277185,4277185,0,481,
1421,"Borrelia","garinii","PBi","Borrelia garinii PBi chromosome I, NC_006156","Spirochaetes","Spirochaetes",1,904246,904246,0,1436,
477,"Leptospira","borgpetersenii","serovar Hardjo-bovis L550","Leptospira borgpetersenii serovar Hardjo-bovis L550 chromosome I, NC_008508","Spirochaetes","Spirochaetes",1,3614446,3614446,0,477,
479,"Leptospira","interrogans","lai-56601","Leptospira interrogans lai-56601 chromosome I, NC_004342","Spirochaetes","Spirochaetes",1,4332241,4332241,0,479,
1203,"Petrotoga","mobilis","SJ95","Petrotoga mobilis SJ95 chromosome I, NC_010003","Thermotogae","Thermotogae",1,2169548,2169548,0,1235,
976,"Thermotoga","maritima","MSB8","Thermotoga maritima MSB8 chromosome I, NC_000853","Thermotogae","Thermotogae",1,1860725,1860725,0,976,
977,"Thermotoga","petrophila","RKU-1","Thermotoga petrophila RKU-1 chromosome I, NC_009486","Thermotogae","Thermotogae",1,1823511,1823511,0,977,
973,"Thermosipho","melanesiensis","BI429","Thermosipho melanesiensis BI429 chromosome I, NC_009616","Thermotogae","Thermotogae",1,1915238,1915238,0,973,
364,"Fervidobacterium","nodosum","Rt17-B1","Fervidobacterium nodosum Rt17-B1 chromosome I, NC_009718","Thermotogae","Thermotogae",1,1948941,1948941,0,364,
1621,"Thermotoga","neapolitana","DSM 4359","Thermotoga neapolitana DSM 4359 chromosome I, NC_011978","Thermotogae","Thermotogae",1,1884562,1884562,0,1636,
1365,"Thermotoga","sp.","RQ2","Thermotoga sp. RQ2 chromosome I, NC_010483","Thermotogae","Thermotogae",1,1877693,1877693,0,1381,
1604,"Thermosipho","africanus","TCF52B","Thermosipho africanus TCF52B chromosome I, NC_011653","Thermotogae","Thermotogae",1,2016657,2016657,0,1619,
1463,"Thermotoga","lettingae","TMO","Thermotoga lettingae TMO chromosome I, NC_009828","Thermotogae","Thermotogae",1,2135342,2135342,0,1478,
">gi|4083228|ref|NC_j00001|","Acidimicrobium","ferrooxidans","DSM","10331_","Actinobacteria","Actinobacteria",1,,,,,
">gi|1104670154685|ref|NC_m00001|","Aciduliprofundum","boonei","T469","_","Euryarchaeota","Euryarchaeota",1,,,,,
">gi|640963058|ref|NC_i00001|","Actinomyces","odontolyticus","ATCC","17982_","Actinobacteria","Actinobacteria",1,,,,,
">gi|4082379|ref|NC_j00002|","Actinosynnema","mirum","DSM","43827_","Actinobacteria","Actinobacteria",1,,,,,
">gi|1099646003201|ref|NC_m00044|","Agreia","sp.","PHSC20C1","marine","Actinobacteria","Actinobacteria",1,,,,,
">gi|1104615001386|ref|NC_m00002|","Alcanivorax","sp.","DG881","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|0000000000000|ref|NC_m00003|","Algoriphagus","sp.","PR1","_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|4083332|ref|NC_j00003|","Alicyclobacillus","acidocaldarius","subsp.","acidocaldarius","Firmicutes","Firmicutes",1,,,,,
">gi|641736205|ref|NC_i00002|","Alistipes","putredinis","DSM","17216_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|1103548001555|ref|NC_m00004|","alpha","proteobacterium","BAL199","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|1100007007376|ref|NC_m00005|","alpha","proteobacterium","HTCC2255","OM42_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
